ID11/EPS/PLC-01,A,50,390,835,1155,2135,2455
VAR,,MODBUS ADDRESS,TYPE VAR,,,DEVICES,DEVICE TYPE
SR_ID_IVU_S05_01_TLBEAM2,.ForceValue,1252,INT,,,,
SR_ID_IVU_S05_01_TLBEAM2,.WarnUp,1253,INT,,,,
SR_ID_IVU_S05_01_TLBEAM2,.WarnDown,1254,INT,,,,
SR_ID_IVU_S05_01_TLBEAM2,.AlarmUp,1255,INT,,,,
SR_ID_IVU_S05_01_TLBEAM2,.AlarmDown,1256,INT,,,,
SR_ID_IVU_S05_01_TLBEAM3,.StatusWrite,1257,INT,,,,
SR_ID_IVU_S05_01_TLBEAM3,.ForceValue,1258,INT,,,,
SR_ID_IVU_S05_01_TLBEAM3,.WarnUp,1259,INT,,,,
SR_ID_IVU_S05_01_TLBEAM3,.WarnDown,1260,INT,,,,
SR_ID_IVU_S05_01_TLBEAM3,.AlarmUp,1261,INT,,,,
SR_ID_IVU_S05_01_TLBEAM3,.AlarmDown,1262,INT,,,,
SR_ID_IVU_S05_01_TLBEAM4,.StatusWrite,1263,INT,,,,
SR_ID_IVU_S05_01_TLBEAM4,.ForceValue,1264,INT,,,,
SR_ID_IVU_S05_01_TLBEAM4,.WarnUp,1265,INT,,,,
SR_ID_IVU_S05_01_TLBEAM4,.WarnDown,1266,INT,,,,
SR_ID_IVU_S05_01_TLBEAM4,.AlarmUp,1267,INT,,,,
SR_ID_IVU_S05_01_TLBEAM4,.AlarmDown,1268,INT,,,,
SR_ID_IVU_S05_01_TLBEAM5,.StatusWrite,1269,INT,,,,
SR_ID_IVU_S05_01_TLBEAM5,.ForceValue,1270,INT,,,,
SR_ID_IVU_S05_01_TLBEAM5,.WarnUp,1271,INT,,,,
SR_ID_IVU_S05_01_TLBEAM5,.WarnDown,1272,INT,,,,
SR_ID_IVU_S05_01_TLBEAM5,.AlarmUp,1273,INT,,,,
SR_ID_IVU_S05_01_TLBEAM5,.AlarmDown,1274,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB1,.StatusWrite,1275,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB1,.ForceValue,1276,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB1,.WarnUp,1277,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB1,.WarnDown,1278,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB1,.AlarmUp,1279,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB1,.AlarmDown,1280,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB2,.StatusWrite,1281,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB2,.ForceValue,1282,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB2,.WarnUp,1283,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB2,.WarnDown,1284,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB2,.AlarmUp,1285,INT,,,,
SR_ID_IVU_S05_01_TTAP_DB2,.AlarmDown,1286,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT1,.StatusWrite,1287,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT1,.ForceValue,1288,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT1,.WarnUp,1289,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT1,.WarnDown,1290,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT1,.AlarmUp,1291,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT1,.AlarmDown,1292,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT2,.StatusWrite,1293,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT2,.ForceValue,1294,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT2,.WarnUp,1295,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT2,.WarnDown,1296,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT2,.AlarmUp,1297,INT,,,,
SR_ID_IVU_S05_01_TTAP_DT2,.AlarmDown,1298,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB1,.StatusWrite,1299,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB1,.ForceValue,1300,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB1,.WarnUp,1301,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB1,.WarnDown,1302,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB1,.AlarmUp,1303,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB1,.AlarmDown,1304,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB2,.StatusWrite,1305,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB2,.ForceValue,1306,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB2,.WarnUp,1307,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB2,.WarnDown,1308,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB2,.AlarmUp,1309,INT,,,,
SR_ID_IVU_S05_01_TTAP_UB2,.AlarmDown,1310,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT1,.StatusWrite,1311,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT1,.ForceValue,1312,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT1,.WarnUp,1313,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT1,.WarnDown,1314,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT1,.AlarmUp,1315,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT1,.AlarmDown,1316,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT2,.StatusWrite,1317,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT2,.ForceValue,1318,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT2,.WarnUp,1319,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT2,.WarnDown,1320,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT2,.AlarmUp,1321,INT,,,,
SR_ID_IVU_S05_01_TTAP_UT2,.AlarmDown,1322,INT,,,,
SR_ID_IVU_S05_01_TUBEAM1,.StatusWrite,1323,INT,,,,
SR_ID_IVU_S05_01_TUBEAM1,.ForceValue,1324,INT,,,,
SR_ID_IVU_S05_01_TUBEAM1,.WarnUp,1325,INT,,,,
SR_ID_IVU_S05_01_TUBEAM1,.WarnDown,1326,INT,,,,
SR_ID_IVU_S05_01_TUBEAM1,.AlarmUp,1327,INT,,,,
SR_ID_IVU_S05_01_TUBEAM1,.AlarmDown,1328,INT,,,,
SR_ID_IVU_S05_01_TUBEAM2,.StatusWrite,1329,INT,,,,
SR_ID_IVU_S05_01_TUBEAM2,.ForceValue,1330,INT,,,,
SR_ID_IVU_S05_01_TUBEAM2,.WarnUp,1331,INT,,,,
SR_ID_IVU_S05_01_TUBEAM2,.WarnDown,1332,INT,,,,
SR_ID_IVU_S05_01_TUBEAM2,.AlarmUp,1333,INT,,,,
SR_ID_IVU_S05_01_TUBEAM2,.AlarmDown,1334,INT,,,,
SR_ID_IVU_S05_01_TUBEAM3,.StatusWrite,1335,INT,,,,
SR_ID_IVU_S05_01_TUBEAM3,.ForceValue,1336,INT,,,,
SR_ID_IVU_S05_01_TUBEAM3,.WarnUp,1337,INT,,,,
SR_ID_IVU_S05_01_TUBEAM3,.WarnDown,1338,INT,,,,
SR_ID_IVU_S05_01_TUBEAM3,.AlarmUp,1339,INT,,,,
SR_ID_IVU_S05_01_TUBEAM3,.AlarmDown,1340,INT,,,,
SR_ID_IVU_S05_01_TUBEAM4,.StatusWrite,1341,INT,,,,
SR_ID_IVU_S05_01_TUBEAM4,.ForceValue,1342,INT,,,,
SR_ID_IVU_S05_01_TUBEAM4,.WarnUp,1343,INT,,,,
SR_ID_IVU_S05_01_TUBEAM4,.WarnDown,1344,INT,,,,
SR_ID_IVU_S05_01_TUBEAM4,.AlarmUp,1345,INT,,,,
SR_ID_IVU_S05_01_TUBEAM4,.AlarmDown,1346,INT,,,,
SR_ID_IVU_S05_01_TUBEAM5,.StatusWrite,1347,INT,,,,
SR_ID_IVU_S05_01_TUBEAM5,.ForceValue,1348,INT,,,,
SR_ID_IVU_S05_01_TUBEAM5,.WarnUp,1349,INT,,,,
SR_ID_IVU_S05_01_TUBEAM5,.WarnDown,1350,INT,,,,
SR_ID_IVU_S05_01_TUBEAM5,.AlarmUp,1351,INT,,,,
SR_ID_IVU_S05_01_TUBEAM5,.AlarmDown,1352,INT,,,,
SR_ID_IVU_S05_01_TVES_1,.StatusWrite,1353,INT,,,,
SR_ID_IVU_S05_01_TVES_1,.ForceValue,1354,INT,,,,
SR_ID_IVU_S05_01_TVES_1,.WarnUp,1355,INT,,,,
SR_ID_IVU_S05_01_TVES_1,.WarnDown,1356,INT,,,,
SR_ID_IVU_S05_01_TVES_1,.AlarmUp,1357,INT,,,,
SR_ID_IVU_S05_01_TVES_1,.AlarmDown,1358,INT,,,,
SR_ID_IVU_S05_01_TVES_2,.StatusWrite,1359,INT,,,,
SR_ID_IVU_S05_01_TVES_2,.ForceValue,1360,INT,,,,
SR_ID_IVU_S05_01_TVES_2,.WarnUp,1361,INT,,,,
SR_ID_IVU_S05_01_TVES_2,.WarnDown,1362,INT,,,,
SR_ID_IVU_S05_01_TVES_2,.AlarmUp,1363,INT,,,,
SR_ID_IVU_S05_01_TVES_2,.AlarmDown,1364,INT,,,,
SR_ID_IVU_S05_01_TVES_3,.StatusWrite,1365,INT,,,,
SR_ID_IVU_S05_01_TVES_3,.ForceValue,1366,INT,,,,
SR_ID_IVU_S05_01_TVES_3,.WarnUp,1367,INT,,,,
SR_ID_IVU_S05_01_TVES_3,.WarnDown,1368,INT,,,,
SR_ID_IVU_S05_01_TVES_3,.AlarmUp,1369,INT,,,,
SR_ID_IVU_S05_01_TVES_3,.AlarmDown,1370,INT,,,,
SR_ID_IVU_S05_01_TVES_4,.StatusWrite,1371,INT,,,,
SR_ID_IVU_S05_01_TVES_4,.ForceValue,1372,INT,,,,
SR_ID_IVU_S05_01_TVES_4,.WarnUp,1373,INT,,,,
SR_ID_IVU_S05_01_TVES_4,.WarnDown,1374,INT,,,,
SR_ID_IVU_S05_01_TVES_4,.AlarmUp,1375,INT,,,,
SR_ID_IVU_S05_01_TVES_4,.AlarmDown,1376,INT,,,,
SR_ID_IVU_S05_01_TVES_5,.StatusWrite,1377,INT,,,,
SR_ID_IVU_S05_01_TVES_5,.ForceValue,1378,INT,,,,
SR_ID_IVU_S05_01_TVES_5,.WarnUp,1379,INT,,,,
SR_ID_IVU_S05_01_TVES_5,.WarnDown,1380,INT,,,,
SR_ID_IVU_S05_01_TVES_5,.AlarmUp,1381,INT,,,,
SR_ID_IVU_S05_01_TVES_5,.AlarmDown,1382,INT,,,,
SR_ID_IVU_S05_01_TW_INLET,.StatusWrite,1383,INT,,,,
SR_ID_IVU_S05_01_TW_INLET,.ForceValue,1384,INT,,,,
SR_ID_IVU_S05_01_TW_INLET,.WarnUp,1385,INT,,,,
SR_ID_IVU_S05_01_TW_INLET,.WarnDown,1386,INT,,,,
SR_ID_IVU_S05_01_TW_INLET,.AlarmUp,1387,INT,,,,
SR_ID_IVU_S05_01_TW_INLET,.AlarmDown,1388,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET1,.StatusWrite,1389,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET1,.ForceValue,1390,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET1,.WarnUp,1391,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET1,.WarnDown,1392,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET1,.AlarmUp,1393,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET1,.AlarmDown,1394,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET2,.StatusWrite,1395,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET2,.ForceValue,1396,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET2,.WarnUp,1397,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET2,.WarnDown,1398,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET2,.AlarmUp,1399,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET2,.AlarmDown,1400,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET3,.StatusWrite,1401,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET3,.ForceValue,1402,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET3,.WarnUp,1403,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET3,.WarnDown,1404,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET3,.AlarmUp,1405,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET3,.AlarmDown,1406,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET4,.StatusWrite,1407,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET4,.ForceValue,1408,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET4,.WarnUp,1409,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET4,.WarnDown,1410,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET4,.AlarmUp,1411,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET4,.AlarmDown,1412,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET5,.StatusWrite,1413,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET5,.ForceValue,1414,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET5,.WarnUp,1415,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET5,.WarnDown,1416,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET5,.AlarmUp,1417,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET5,.AlarmDown,1418,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET6,.StatusWrite,1419,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET6,.ForceValue,1420,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET6,.WarnUp,1421,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET6,.WarnDown,1422,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET6,.AlarmUp,1423,INT,,,,
SR_ID_IVU_S05_01_TW_OUTLET6,.AlarmDown,1424,INT,,,,
SR_ID_IVU_S05_01_WFM,.StatusRead,2135,INT,,,,
SR_ID_IVU_S05_01_WFM,.Value,2136,FLOAT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.StatusRead,2138,INT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.Value,2139,FLOAT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.StatusRead,2141,INT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.Value,2142,FLOAT,,,,
SR_ID_IVU_S05_01_WFM,.StatusWrite,2455,INT,,,,
SR_ID_IVU_S05_01_WFM,.ForceValue,2456,FLOAT,,,,
SR_ID_IVU_S05_01_WFM,.WarnUp,2458,FLOAT,,,,
SR_ID_IVU_S05_01_WFM,.WarnDown,2460,FLOAT,,,,
SR_ID_IVU_S05_01_WFM,.AlarmUp,2462,FLOAT,,,,
SR_ID_IVU_S05_01_WFM,.AlarmDown,2464,FLOAT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.StatusWrite,2466,INT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.ForceValue,2467,FLOAT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.WarnUp,2469,FLOAT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.WarnDown,2471,FLOAT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.AlarmUp,2473,FLOAT,,,,
A06C0201CC1_IVU_S05_01_CC1_AF,.AlarmDown,2475,FLOAT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.StatusWrite,2477,INT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.ForceValue,2478,FLOAT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.WarnUp,2480,FLOAT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.WarnDown,2482,FLOAT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.AlarmUp,2484,FLOAT,,,,
A06C0201CC2_IVU_S05_01_CC2_AF,.AlarmDown,2486,FLOAT,,,,
